Name,Age,Overall,Potential,Special,BMI
 16 David Ruiz,17.0,60.0,76.0,1536.0,22.75
 16 Dedé,27.0,77.0,77.0,1793.0,23.35
 16 Diego,26.333333333333332,74.33333333333333,77.66666666666667,1899.0,23.796666666666667
 16 Digão,27.0,75.0,75.0,1626.0,23.78
 16 Dudu,23.0,77.0,82.0,1810.0,22.01
 16 E. Eboué,32.0,75.0,75.0,2032.0,23.09
 16 E. Golasa,23.0,68.0,74.0,1668.0,23.13
 16 E. Gudjohnsen,36.0,71.0,71.0,1707.0,25.6
 16 E. Heskey,37.0,66.0,66.0,1679.0,26.76
 16 E. Redman,18.0,44.0,57.0,1089.0,24.22
 16 E. Sigurbjörnsson,25.0,62.0,65.0,1496.0,23.56
 16 E. de Santis,20.0,52.0,60.0,1396.0,22.1
 16 Eduardo Sasha,23.0,72.0,78.0,1800.0,23.13
 16 Egídio,29.0,73.0,73.0,1977.0,21.51
 16 Elano,34.0,74.0,74.0,1971.0,23.77
 16 Eusébio Bancessi,19.0,55.0,64.0,1418.0,24.04
 16 Everton,19.0,61.0,74.0,1573.0,23.44
 16 F. Arce,35.0,66.0,66.0,1858.0,23.82
 16 F. Insúa,35.0,70.0,70.0,1740.0,23.98
 16 F. Kasmi,19.0,66.0,77.0,1777.0,22.77
 16 F. Sinama-Pongolle,30.0,68.0,68.0,1707.0,22.14
 16 F. Twardzik,22.0,62.0,69.0,1680.0,20.91
 16 F. Vera,21.0,64.0,73.0,1482.0,20.94
 16 FakePlayer,27.0,69.0,71.0,1716.0,23.32
 16 Felipe Santana,29.0,74.0,74.0,1595.0,22.54
 16 Fred,31.0,77.0,77.0,1785.0,24.14
 16 G. De Arrascaeta,21.0,73.0,82.0,1886.0,22.46
 16 G. Horoszkiewicz,20.0,60.0,67.0,1337.0,22.32
 16 G. Király,39.0,69.0,69.0,1084.0,24.42
 16 G. Pasquale,33.0,69.0,69.0,1929.0,24.52
 16 Gabriel,22.0,76.0,82.0,2004.0,23.48
 16 Garrido,30.0,72.0,72.0,1947.0,24.04
 16 Geuvânio,23.0,74.0,80.0,1798.0,22.46
 16 Gustavo,21.0,62.0,72.0,1487.0,21.51
 16 Gustavo Henrique,22.0,72.0,80.0,1556.0,21.7
 16 Gustavo Scarpa,21.0,69.0,78.0,1746.0,19.93
 16 H. Mesbah,17.0,57.0,75.0,1329.0,23.98
 16 H. Orzan,27.0,68.0,68.0,1873.0,23.09
 16 H. Zlatinski,30.0,68.0,68.0,1785.0,21.23
 16 Henrique,30.0,76.0,76.0,2056.0,22.75
 16 Hyoran,22.0,68.0,76.0,1651.0,22.46
 16 Hélder Postiga,32.0,74.0,74.0,1871.0,23.37
 16 Ivan Magahlaes,21.0,55.0,63.0,1405.0,24.43
 16 J. Arango,35.0,75.0,75.0,1951.0,23.68
 16 J. Balmy,21.0,57.0,63.0,1367.0,21.41
 16 J. Brown,18.0,55.0,61.0,1323.0,23.09
 16 J. Carli,28.0,67.0,67.0,1409.0,24.25
 16 J. Cazares,23.0,74.0,80.0,1807.0,20.72
 16 J. Cole,33.0,71.0,71.0,1770.0,23.77
 16 J. García,27.0,65.0,65.0,1577.0,24.74
 16 J. Hodnemyr,19.0,59.0,67.0,1557.0,23.09
 16 J. Lacourt,28.0,63.0,63.0,1638.0,21.83
 16 J. Leitch,19.0,57.0,69.0,1557.0,20.84
 16 J. Leyden,19.0,53.0,67.0,1312.0,23.32
 16 J. Mössmer,26.0,66.0,67.0,1619.0,23.62
 16 J. Polák,34.0,67.0,67.0,1735.0,24.29
 16 J. Robson,17.0,53.0,68.0,1347.0,22.79
 16 J. Tadić,27.0,63.0,63.0,1669.0,20.66
 16 Juan,36.0,76.0,76.0,1621.0,21.83
 16 Judivan,20.0,60.0,70.0,1513.0,24.99
 16 K. De Silva,21.0,62.0,67.0,1587.0,22.78
 16 K. Kurányi,33.0,74.0,74.0,1775.0,23.97
 16 Keno,25.0,68.0,69.0,1670.0,20.88
 16 L. Adams,21.0,56.0,64.0,1212.0,20.94
 16 L. Al Mesjen,28.0,53.0,53.0,1458.0,21.51
 16 L. Andreasen,32.0,74.0,74.0,1995.0,22.93
 16 L. Antonini,32.0,69.0,69.0,1841.0,23.98
 16 L. Ashcroft,21.0,63.0,71.0,1449.0,21.22
 16 L. Gomis,25.0,68.0,70.0,1108.0,22.69
 16 L. González,34.0,77.0,77.0,2053.0,21.52
 16 L. LuaLua,34.0,72.0,72.0,1791.0,24.04
 16 L. Nego,24.0,67.0,72.0,1669.0,19.37
 16 L. Toni,38.0,76.0,76.0,1541.0,23.35
 16 Lee Min Woo,23.0,57.0,63.0,1513.0,21.49
 16 Luan,22.0,74.0,82.0,1806.0,21.83
 16 Lucas Lima,24.0,80.0,82.0,1969.0,22.14
 16 Luis García,37.0,71.0,71.0,1823.0,23.09
 16 Luís Fabiano,34.0,77.0,77.0,1816.0,24.43
 16 M. Amevor,23.0,64.0,69.0,1627.0,22.27
 16 M. Amondarain,22.0,60.0,68.0,1384.0,22.69
 16 M. Bangura,25.0,69.0,71.0,1803.0,23.98
 16 M. Cáceres,29.0,72.0,72.0,1807.0,22.69
 16 M. Futács,25.0,61.0,63.0,1523.0,23.01
 16 M. Hurtado,29.0,66.0,66.0,1640.0,25.55
 16 M. Klose,37.0,79.0,79.0,1770.0,24.82
 16 M. Madrid,21.0,63.0,68.0,1397.0,23.97
 16 M. Melgarejo,28.0,62.0,62.0,1452.0,23.09
 16 M. Prieto,27.0,68.0,68.0,1469.0,22.45
 16 M. Santana,33.0,72.0,72.0,1810.0,22.46
 16 M. Schwarzer,42.0,73.0,73.0,1111.0,25.23
 16 M. Yepes,39.0,74.0,74.0,1508.0,24.14
 16 Maicon,33.0,77.0,77.0,2136.0,23.02
 16 Marcelo Oliveira,28.0,70.0,70.0,1869.0,22.72
 16 Marinho,28.5,70.0,71.0,1720.0,22.405
 16 Michel Bastos,31.0,78.0,78.0,2136.0,23.09
 16 Mikel Arteta,33.0,78.0,78.0,2056.0,20.51
 16 N. Bondswell,18.0,49.0,56.0,1282.0,21.12
 16 N. Halse,18.0,50.0,60.0,1250.0,23.09
 16 N. Vidić,33.0,81.0,81.0,1609.0,23.97
 16 O. Henríquez,26.0,65.0,67.0,1504.0,20.07
 16 O. Kirch,32.0,70.0,70.0,1899.0,22.72
 16 O. Kleiner,19.0,51.0,64.0,1313.0,22.14
 16 Osvaldo,28.0,70.0,70.0,1739.0,23.48
 16 P. Degen,32.0,65.0,65.0,1762.0,24.14
 16 P. Guérin,17.0,60.0,73.0,923.0,22.13
 16 P. López,33.0,64.0,64.0,1739.0,24.55
 16 P. McMullan,19.0,59.0,71.0,1470.0,22.42
 16 P. Mexès,33.0,77.0,77.0,1813.0,23.21
 16 P. Vidanov,27.0,62.0,62.0,1565.0,22.69
 16 Pedrinho,24.0,57.5,63.0,1422.5,21.825000000000003
 16 Pedro Geromel,29.0,77.0,77.0,1706.0,22.87
 16 Pitu,31.0,70.0,70.0,1889.0,23.82
 16 R. Strasser,24.0,60.0,64.0,1791.0,22.69
 16 R. Élie,30.0,64.0,64.0,1550.0,23.68
 16 Rafael Sóbis,30.0,76.0,76.0,1965.0,24.74
 16 Rafinha,26.5,70.5,75.0,1832.5,21.5
 16 Ramiro,22.0,69.0,77.0,1803.0,23.84
 16 Raúl Meireles,32.0,76.0,76.0,2135.0,23.98
 16 Rodrigo Caio,21.0,75.0,80.0,1893.0,20.63
 16 Rodrigo Dourado,21.0,72.0,82.0,1762.0,21.52
 16 Romaric,32.0,72.0,72.0,1995.0,24.63
 16 Réver,30.0,73.0,73.0,1804.0,22.27
 16 S. Bulut,19.0,62.0,73.0,1407.0,24.29
 16 S. Cissé,22.0,68.0,72.0,1744.0,21.83
 16 S. Godwin,18.0,60.0,72.0,1627.0,21.75
 16 S. Keita,35.0,76.0,76.0,1954.0,22.13
 16 Santos,25.0,68.0,70.0,1137.0,22.08
 16 T. Hibbert,34.0,72.0,72.0,1604.0,23.8
 16 T. Wiese,33.0,68.0,68.0,1026.0,29.52
 16 Tena,22.0,61.0,67.0,1498.0,22.75
 16 Thalles,20.0,69.0,79.0,1706.0,22.4
 16 Thiago Heleno,26.0,72.0,72.0,1602.0,24.91
 16 Tiago Alves,31.0,70.0,70.0,1619.0,23.56
 16 Tiago Luis,26.0,71.0,72.0,1768.0,23.77
 16 V. Balashov,24.0,67.0,71.0,1586.0,20.37
 16 V. Levin,20.0,58.0,68.0,1555.0,22.14
 16 Valerón,40.0,74.0,74.0,1557.0,22.11
 16 Vinicius,24.0,67.0,71.0,1768.0,23.41
 16 W. Kannemann,24.0,71.0,75.0,1631.0,22.13
 16 W. Samuel,37.0,74.0,74.0,1560.0,24.22
 16 Wellington,24.0,73.0,79.0,2040.0,23.13
 16 Wellington Silva,22.0,74.0,80.0,1838.0,23.48
 16 William Matheus,25.0,72.0,74.0,1926.0,20.66
 16 William Pottker,21.0,68.0,77.0,1720.0,23.98
 16 Zeca,21.0,71.0,80.0,1784.0,23.48
 16 Zubikarai,31.0,71.0,71.0,1166.0,24.14
 16 Zé Roberto,40.0,74.0,74.0,2028.0,24.13
 16 Éverton Ribeiro,26.0,81.0,83.0,2005.0,22.14
 17 A. Bai Kamara,20.0,61.0,67.0,1455.0,21.53
 17 A. Bertaso,17.0,50.0,72.0,1384.0,22.75
 17 A. Bosetti,23.0,69.0,75.0,1775.0,22.1
 17 A. Cassano,33.0,76.0,76.0,1676.0,25.72
 17 A. D'Alessandro,35.0,79.0,79.0,1929.0,22.14
 17 A. David,25.0,66.0,68.0,1664.0,20.12
 17 A. De Nigris,32.0,67.0,67.0,1698.0,24.14
 17 A. Diaby,30.0,72.0,72.0,1963.0,20.39
 17 A. Diarra,34.0,72.0,72.0,1762.0,21.49
 17 A. Diouf,22.0,59.0,66.0,1444.0,21.23
 17 A. Emaná,34.0,75.0,75.0,2014.0,23.68
 17 A. Guerra,30.0,76.0,76.0,1927.0,21.45
 17 A. Hamoudi,25.0,68.0,69.0,1722.0,22.46
 17 A. Hemmings,25.0,62.0,63.0,1635.0,24.86
 17 A. Hleb,35.0,74.0,74.0,1756.0,21.23
 17 A. Konko,32.0,74.0,74.0,2002.0,23.02
 17 A. Lotfi,26.0,64.0,65.0,1099.0,22.36
 17 A. Mancini,20.0,56.0,64.0,1335.0,22.75
 17 A. Moutari,22.0,66.0,74.0,1652.0,23.82
 17 A. Page,19.0,51.0,63.0,1288.0,19.93
 17 A. Popov,23.0,63.0,66.0,1562.0,21.49
 17 A. Thiam,19.0,64.0,78.0,1685.0,19.68
 17 A. Traoré,28.0,71.0,71.0,1943.0,23.77
 17 A. Turkes,20.0,55.0,66.0,1290.0,19.86
 17 A. Vela,32.0,65.0,65.0,1768.0,24.47
 17 Alex Azevedo,19.0,59.0,67.0,1605.0,22.78
 17 Alexandre D'Acol,29.0,64.0,64.0,1606.0,21.52
 17 Ambrosio Da Costa,17.0,62.0,81.0,1508.0,23.98
 17 Anderson Correia,25.0,71.0,74.0,1790.0,21.51
 17 B. Fewster,20.0,60.0,74.0,1408.0,21.83
 17 B. Jovicic,23.0,63.0,69.0,1755.0,23.09
 17 B. Nowak,22.0,59.0,66.0,1518.0,22.45
 17 B. Ormonde-Ottewill,20.0,63.0,71.0,1590.0,19.53
 17 B. Pérez,35.0,66.0,66.0,1672.0,22.69
 17 B. Shaw,19.0,55.0,65.0,1373.0,19.93
 17 B. Traoré,31.0,70.0,70.0,1892.0,22.4
 17 B. Trémoulinas,30.0,81.0,81.0,2136.0,21.45
 17 B. Zivzivadze,22.0,51.0,60.0,1273.0,21.51
 17 B. van den Boomen,20.0,67.0,74.0,1866.0,22.87
 17 Barros,26.0,58.0,59.0,1379.0,22.6
 17 Bruno Henrique,25.5,72.0,73.0,1871.0,21.990000000000002
 17 C. Abraw,25.0,66.0,67.0,1610.0,23.98
 17 C. Contreras,20.0,59.0,69.0,1655.0,23.8
 17 C. Delgado,34.0,67.0,67.0,1771.0,23.44
 17 C. Grainger,19.0,57.0,71.0,1123.0,20.63
 17 C. Henderson,24.0,61.0,64.0,1684.0,21.23
 17 C. Jones,20.0,61.0,71.0,1446.0,22.72
 17 C. López,19.0,58.0,66.0,967.0,23.32
 17 C. Newton,24.0,63.0,68.0,1762.0,21.22
 17 C. Tioté,30.0,76.0,76.0,1945.0,26.44
 17 C. Zaccardo,34.0,69.0,69.0,1734.0,23.02
 17 Calem,20.0,62.0,70.0,1667.0,22.4
 17 Cani,34.0,73.0,73.0,1858.0,22.75
 17 Cedrick,24.0,69.0,72.0,1760.0,22.06
 17 Cortez,29.0,72.0,72.0,1971.0,24.67
 17 D. Bilyaletdinov,31.0,69.0,69.0,1814.0,22.4
 17 D. Blackstock,30.0,65.0,65.0,1679.0,22.11
 17 D. Churín,26.0,73.0,74.0,1606.0,22.98
 17 D. Drogba,38.0,81.0,81.0,1956.0,22.36
 17 D. González,23.0,63.0,70.0,1575.0,23.48
 17 D. Jarecki,35.0,59.0,59.0,1676.0,20.33
 17 D. Khodzhaniyazov,19.0,67.0,75.0,1760.0,22.69
 17 D. Korobov,22.0,66.0,77.0,1724.0,20.51
 17 D. Kuyt,35.0,75.0,75.0,2041.0,24.82
 17 D. Lanzafame,28.0,67.0,67.0,1708.0,22.75
 17 D. Mahon,18.0,45.0,59.0,927.0,22.13
 17 D. O'Baoill,18.0,50.0,59.0,1252.0,21.51
 17 D. Pantić,19.0,64.0,74.0,1643.0,20.91
 17 D. Parfitt-Williams,19.0,60.0,70.0,1499.0,22.42
 17 D. Ríos,21.0,59.0,66.0,1366.0,24.82
 17 D. Silva,33.0,67.0,67.0,1395.0,23.32
 17 D. Ya Konan,32.0,68.0,68.0,1722.0,24.74
 17 Dani Güiza,35.0,68.0,68.0,1584.0,24.29
 17 Diego Alves,31.0,82.0,82.0,1405.0,23.49
 17 Diogo Amado,26.0,71.0,72.0,1938.0,23.09
 17 Dionatan Teixeira,23.0,63.0,66.0,1390.0,21.2
 17 Doka,31.0,76.0,76.0,1914.0,21.83
 17 Duda,36.0,72.0,72.0,1865.0,23.11
 17 E. Belkalem,27.0,74.0,74.0,1497.0,23.88
 17 E. Cambiasso,35.0,77.0,77.0,2028.0,24.67
 17 E. Cirigliano,24.0,69.0,75.0,1864.0,23.8
 17 E. Frimpong,24.0,69.0,74.0,1892.0,21.22
 17 E. Jones,18.0,57.0,77.0,1458.0,25.83
 17 E. Kebbie,21.0,61.0,69.0,1543.0,23.09
 17 E. Métro,17.0,52.0,70.0,899.0,21.83
 17 E. Réale,23.0,68.0,72.0,1813.0,22.14
 17 E. Spahić,35.0,76.0,76.0,1629.0,23.56
 17 E. Čikoš,27.0,67.0,67.0,1743.0,23.02
 17 Edenílson,26.0,75.0,75.0,2004.0,24.74
 17 Elias,31.0,77.0,77.0,2132.0,24.81
 17 F. Baloy,35.0,70.0,70.0,1514.0,26.61
 17 F. Béria,33.0,73.0,73.0,1944.0,24.67
 17 F. Fabre,29.0,62.0,62.0,1719.0,23.44
 17 F. Lampard,38.0,78.0,78.0,2022.0,26.31
 17 F. Martorell,35.0,66.0,66.0,1370.0,22.13
 17 F. Ouaamar,22.0,62.0,66.0,1643.0,19.93
 17 F. Totti,39.0,80.0,80.0,1872.0,25.21
 17 Felipe Melo,33.0,78.0,78.0,2082.0,23.62
 17 G. Fofana,25.0,73.0,76.0,1948.0,21.83
 17 G. N'Daw,32.0,66.0,66.0,1673.0,23.7
 17 G. Samaras,31.0,69.0,69.0,1715.0,23.08
 17 G. Sirino,25.0,70.0,73.0,1715.0,19.81
 17 H. Hevel,20.0,62.0,69.0,1505.0,21.12
 17 H. Kanis,18.0,63.0,74.0,1483.0,22.45
 17 H. Maduro,31.0,69.0,69.0,1689.0,23.49
 17 H. Mastour,18.0,65.0,76.0,1490.0,20.51
 17 I. Baradji,21.0,64.0,69.0,1547.0,24.34
 17 I. Feruz,20.0,59.0,66.0,1472.0,22.33
 17 I. H'Maidat,21.0,65.0,70.0,1651.0,21.52
 17 I. Ivanov,28.0,71.0,71.0,1516.0,21.52
 17 I. Knezevic,22.0,57.0,63.0,1437.0,21.81
 17 I. Olić,36.0,71.0,71.0,1826.0,25.12
 17 I. Pandita,18.0,59.0,71.0,1431.0,21.83
 17 I. Viznovich,18.0,58.0,73.0,1399.0,22.13
 17 Igor Julião,21.0,66.0,76.0,1717.0,20.18
 17 J. Angulo,21.0,73.0,82.0,1792.0,22.75
 17 J. Barton,33.0,75.0,75.0,2046.0,21.22
 17 J. Hjelte,19.0,59.0,68.0,1473.0,26.04
 17 J. Hooper,19.0,55.0,67.0,1537.0,24.14
 17 J. Lescott,33.0,70.0,70.0,1631.0,24.91
 17 J. Lázaro,20.0,57.0,65.0,1574.0,21.83
 17 J. McFadden,33.0,66.0,66.0,1745.0,24.67
 17 J. Ramírez,20.0,67.0,77.0,1680.0,24.58
 17 J. Robson,18.0,56.0,71.0,1393.0,22.45
 17 J. Rodríguez,25.0,66.0,67.0,1561.0,25.12
 17 J. Silva,22.0,61.0,71.0,1050.0,21.22
 17 J. Thomas,33.0,68.0,68.0,1662.0,23.09
 17 J. Troncoso,23.0,65.0,70.0,1716.0,23.77
 17 J. Vargas,31.0,76.0,76.0,2160.0,23.68
 17 J. Verón,41.0,70.0,70.0,1820.0,23.56
 17 J. Zongo,27.0,68.0,68.0,1809.0,21.53
 17 Jadenilson Baia,24.0,63.0,63.0,1480.0,24.36
 17 Jander,27.0,68.0,68.0,1856.0,22.72
 17 Jefferson,33.0,80.0,80.0,1136.0,25.19
 17 Josué Dorrio,22.0,63.0,70.0,1555.0,22.79
 17 José Enrique,30.0,74.0,74.0,1945.0,22.72
 17 Julio Baptista,34.0,69.0,69.0,1821.0,25.01
 17 K. Aït-Fana,27.0,70.0,70.0,1708.0,22.46
 17 K. Commons,32.0,70.0,70.0,1741.0,22.42
 17 K. Deacon,20.0,51.0,58.0,1287.0,23.13
 17 K. Rossi,22.0,64.0,74.0,1580.0,22.08
 17 K. Touré,35.0,75.0,75.0,1816.0,24.04
 17 K. Tshimanga,18.0,58.0,69.0,1432.0,23.98
 17 K. Van Hout,29.0,67.0,67.0,1027.0,25.99
 17 Keirrison,27.0,70.0,70.0,1750.0,23.62
 17 Kelvin,23.0,73.0,77.0,1752.0,22.46
 17 L. Fernandes,24.0,64.0,68.0,1733.0,21.52
 17 L. Ranelli,20.0,49.0,60.0,1401.0,21.51
 17 L. Silka,25.0,58.0,61.0,1586.0,22.79
 17 L. Smith,20.0,60.0,69.0,1446.0,21.51
 17 Lucas Viña,20.0,61.0,74.0,1454.0,23.44
 17 M. Amelia,34.0,67.0,67.0,1168.0,24.52
 17 M. Cain,22.0,63.0,70.0,1716.0,20.03
 17 M. Chamakh,32.0,71.0,71.0,1919.0,20.07
 17 M. Clark,18.0,51.0,66.0,1176.0,20.66
 17 M. Daf,22.0,63.0,71.0,1713.0,22.69
 17 M. Davies,28.0,69.0,69.0,1826.0,22.45
 17 M. Essien,33.0,74.0,74.0,1926.0,26.57
 17 M. Feulner,34.0,70.0,70.0,1983.0,24.52
 17 M. González,31.0,73.0,73.0,1891.0,23.77
 17 M. Gueye,25.0,74.0,75.0,1886.0,23.09
 17 M. Göppel,18.0,54.0,71.0,1355.0,21.83
 17 M. Ibrahim,24.0,68.0,72.0,1705.0,21.83
 17 M. Kamara,28.0,63.0,63.0,1735.0,22.14
 17 M. Mahlangu,27.0,72.0,72.0,1970.0,22.46
 17 M. McCallum,23.0,58.0,65.0,862.0,21.49
 17 M. O'Donoghue,20.0,56.0,62.0,1467.0,21.22
 17 M. Pogba,25.0,63.0,64.0,1490.0,23.97
 17 M. Pérez Guedes,24.0,68.0,69.0,1721.0,24.04
 17 M. Rybicki,23.0,61.0,69.0,1562.0,20.84
 17 M. Schäfer,32.0,76.0,76.0,2051.0,22.13
 17 M. Tonso,25.0,70.0,71.0,1801.0,22.77
 17 M. Viana,27.0,69.0,70.0,1268.0,22.72
 17 Marc Crosas,28.0,69.0,69.0,1847.0,24.04
 17 Marc Vadillo,22.0,60.0,66.0,1658.0,22.75
 17 Maxwell,34.0,79.0,79.0,2114.0,23.77
 17 Michu,30.0,73.0,73.0,1805.0,21.49
 17 Mo Jae Hyeon,19.0,51.0,61.0,1267.0,21.83
 17 N. Borodine,22.0,51.0,59.0,1405.0,21.83
 17 N. Castro,20.0,61.0,69.0,1451.0,24.13
 17 N. Hasselbaink,25.0,68.0,70.0,1771.0,25.21
 17 N. Oduamadi,25.0,65.0,66.0,1626.0,20.84
 17 N. Ogawa,20.0,53.0,62.0,1437.0,22.06
 17 N. Petrović,24.0,68.0,72.0,1759.0,23.11
 17 N. Valdez,32.0,72.0,72.0,1908.0,24.04
 17 N. Veloso,29.0,65.0,65.0,1235.0,24.29
 17 Nacho Monsalve,22.0,66.0,72.0,1477.0,23.09
 17 O. Atzili,22.0,69.0,74.0,1689.0,21.51
 17 O. Berrio,25.0,72.0,74.0,1757.0,21.83
 17 O. Gutsulyak,18.0,61.0,80.0,1471.0,21.83
 17 P. De Ceglie,29.0,69.0,69.0,1819.0,22.13
 17 P. Lahm,32.0,88.0,88.0,2146.0,22.79
 17 P. Ninkov,31.0,68.0,68.0,1904.0,24.29
 17 P. Okuniewicz,22.0,57.0,64.0,1389.0,21.51
 17 P. Robinson,36.0,69.0,69.0,1175.0,23.88
 17 P. Romero,23.0,68.0,75.0,1668.0,26.57
 17 Pedro Ribeiro,26.0,65.0,68.0,1730.0,24.96
 17 Q. Owusu-Abeyie,30.0,67.0,67.0,1654.0,22.14
 17 R. Arboleda,24.0,68.0,72.0,1635.0,22.08
 17 R. Brouwers,34.0,72.0,72.0,1492.0,22.0
 17 R. Cicilia,21.0,64.0,71.0,1475.0,21.91
 17 R. Keane,35.0,80.0,80.0,1974.0,23.77
 17 R. Ovenden,17.0,56.0,71.0,1550.0,23.09
 17 R. Pankov,20.0,64.0,77.0,1358.0,24.14
 17 R. Pavlyuchenko,34.0,71.0,71.0,1758.0,23.49
 17 R. Sharpe,21.0,55.0,66.0,1528.0,24.09
 17 R. Turnbull,31.0,64.0,64.0,1117.0,22.54
 17 R. Williams,18.0,51.0,74.0,818.0,21.51
 17 Rhodolfo,29.0,76.0,76.0,1688.0,22.27
 17 Ricardo Carvalho,38.0,79.0,79.0,1703.0,23.32
 17 Ricardo Gomes,24.0,65.0,68.0,1641.0,20.95
 17 Rodnei,30.0,66.0,66.0,1542.0,24.52
 17 Ronny,29.0,72.0,72.0,1834.0,23.77
 17 S. Al Yami,28.0,61.0,61.0,1690.0,22.46
 17 S. Ceballos,22.0,65.0,70.0,1598.0,22.93
 17 S. Cissé,31.0,70.0,70.0,1800.0,23.32
 17 S. Eghan,20.0,69.0,74.0,1786.0,25.31
 17 S. Gerrard,36.0,81.0,81.0,2154.0,24.82
 17 S. Given,40.0,73.0,73.0,1223.0,24.14
 17 S. Keita,21.0,66.0,70.0,1589.0,23.37
 17 S. Kilic,20.0,66.0,75.0,1722.0,22.45
 17 S. McKirdy,18.0,53.0,72.0,1448.0,23.82
 17 S. Ouro-Akoriko,28.0,61.0,61.0,1280.0,21.23
 17 S. Parker,35.0,72.0,72.0,1969.0,22.14
 17 S. Pepe,32.0,74.0,74.0,1962.0,25.39
 17 S. Rodríguez,20.0,60.0,72.0,1595.0,24.63
 17 S. Squillaci,35.0,74.0,74.0,1531.0,22.98
 17 S. Van Dooren,19.0,59.0,71.0,1445.0,21.53
 17 S. Wright-Phillips,34.0,68.0,68.0,1744.0,23.11
 17 T. Grupp,21.0,53.0,62.0,1443.0,20.33
 17 T. Keita,22.0,63.0,72.0,1700.0,20.91
 17 T. Malec,23.0,65.0,72.0,1552.0,23.44
 17 T. Mohamed,18.0,53.0,71.0,1414.0,22.69
 17 T. Thorpe,23.0,62.0,66.0,1501.0,24.91
 17 Tiago,35.0,81.0,81.0,2015.0,21.23
 17 Tiago Rodrigues,24.0,71.0,75.0,1915.0,22.78
 17 V. Anichebe,28.0,74.0,74.0,1797.0,22.98
 17 V. Cuesta,27.0,78.0,79.0,1750.0,24.34
 17 V. Frodig,19.0,51.0,64.0,783.0,23.15
 17 V. Manzon,21.0,60.0,69.0,1341.0,23.35
 17 V. Quinlan,17.0,51.0,74.0,1268.0,23.41
 17 Vaná,25.0,75.0,80.0,1173.0,21.2
 17 Victor Valdés,34.0,82.0,82.0,1231.0,23.32
 17 W. Brown,36.0,66.0,66.0,1461.0,22.4
 17 Xabi Alonso,34.0,82.0,82.0,2049.0,23.62
 17 Z. Allée,22.0,66.0,74.0,1722.0,23.11
 18 A. Adamov,17.0,55.0,69.0,1404.0,20.91
 18 A. Aquilani,32.0,75.0,75.0,1977.0,22.69
 18 A. Araos,20.0,70.0,83.0,1642.0,20.51
 18 A. Bellinghausen,34.0,66.0,66.0,1857.0,23.62
 18 A. Berezutskiy,35.0,77.0,77.0,1716.0,23.97
 18 A. Birch,20.0,58.0,65.0,1486.0,22.78
 18 A. Byrne,22.0,55.0,61.0,1426.0,22.46
 18 A. Conway,19.0,47.0,63.0,1314.0,22.78
 18 A. Cuadra,19.0,69.0,78.0,1740.0,23.13
 18 A. Davey,22.0,58.0,66.0,1339.0,22.87
 18 A. El Sheikh,24.0,69.0,72.0,1722.0,21.23
 18 A. Faustin,20.0,60.0,71.0,1451.0,21.83
 18 A. García,25.0,65.0,67.0,1623.0,24.09
 18 A. Gilardino,34.0,72.0,72.0,1694.0,23.32
 18 A. Götz,23.0,65.0,67.0,1574.0,23.09
 18 A. Herrera,21.0,55.0,67.0,1322.0,22.75
 18 A. Karahan,21.0,58.0,68.0,858.0,23.44
 18 A. Kasaev,31.0,74.0,74.0,1836.0,24.74
 18 A. Kawaya,20.0,64.0,72.0,1715.0,27.49
 18 A. Kokorin,26.0,80.0,81.0,2029.0,22.45
 18 A. Kyeremeh,21.0,53.0,64.0,1435.0,23.09
 18 A. Llullaku,29.0,63.0,63.0,1443.0,21.83
 18 A. Madiani,21.0,57.0,64.0,1465.0,21.83
 18 A. Marfaing,21.0,58.0,70.0,1065.0,22.93
 18 A. Modic,20.0,63.0,73.0,1635.0,21.22
 18 A. Méyé,22.0,70.0,80.0,1694.0,25.39
 18 A. Nouri,20.0,75.0,75.0,1784.0,20.99
 18 A. O'Hanlon,20.0,57.0,72.0,1646.0,21.51
 18 A. Origi,33.0,66.0,66.0,1162.0,24.14
 18 A. Parra,28.0,63.0,63.0,1370.0,24.81
 18 A. Pasche,26.0,64.0,65.0,1682.0,23.77
 18 A. Peñaranda,23.0,57.0,63.0,1353.0,21.83
 18 A. Pirlo,38.0,77.0,77.0,1741.0,21.51
 18 A. Putivtsev,28.0,66.0,66.0,1470.0,23.78
 18 A. Razeek,22.0,62.0,72.0,1589.0,21.51
 18 A. Ribelin,21.0,68.0,74.0,1864.0,23.09
 18 A. Rudņevs,29.0,73.0,73.0,1787.0,24.22
 18 A. Scherbakov,19.0,58.0,72.0,1585.0,20.18
 18 A. Shvets,24.0,69.0,76.0,1783.0,21.49
 18 A. Sinitsyn,29.0,74.0,75.0,1132.0,22.48
 18 A. Sintena,25.0,64.0,64.0,1697.0,23.32
 18 A. Smith,36.0,61.0,61.0,1666.0,24.91
 18 A. Stokes,28.0,67.0,67.0,1697.0,21.83
 18 A. Tataev,18.0,57.0,73.0,1277.0,22.13
 18 A. Vajushi,25.0,63.0,64.0,1434.0,21.22
 18 A. Viscovo,18.0,51.0,70.0,755.0,21.49
 18 A. Waagan,17.0,53.0,68.0,1313.0,21.83
 18 A. Yusupov,27.0,74.0,74.0,1913.0,22.45
 18 A. Zeqiri,18.0,53.0,75.0,1304.0,22.14
 18 A. Zoubir,25.0,67.0,68.0,1691.0,22.75
 18 A. Zuev,21.0,70.0,81.0,1715.0,21.51
